,A,B
12/30/2003,0.770931108,0.7733
12/31/2003,0.770154243,0.7704
1/1/2004,0.770131147,0.7715
1/2/2004,0.773169776,0.7765
1/5/2004,0.786349739,0.7802
1/6/2004,0.78178921,0.7778
1/7/2004,0.78449319,0.7763
1/8/2004,0.786931571,0.7819
1/9/2004,0.78571544,0.7867
1/12/2004,0.786579407,0.7842
1/13/2004,0.78175839,0.7865
1/14/2004,0.779618366,0.775
1/15/2004,0.779228537,0.7724
1/16/2004,0.780444194,0.7699
1/19/2004,0.77884278,0.768
1/20/2004,0.777699188,0.7743
1/21/2004,0.777553154,0.7686
1/22/2004,0.774713128,0.7715
1/23/2004,0.776186627,0.7614
1/26/2004,0.773552862,0.7605
1/27/2004,0.771327408,0.7662
1/28/2004,0.767378053,0.7536
1/29/2004,0.760612753,0.7513
1/30/2004,0.757143139,0.7546
2/2/2004,0.750903909,0.7468
2/3/2004,0.752578346,0.7479
2/4/2004,0.753326854,0.75
2/5/2004,0.750118237,0.7478
2/6/2004,0.750159027,0.7553
2/9/2004,0.750736008,0.7528
2/10/2004,0.749641733,0.7511
2/11/2004,0.753543538,0.7614
2/12/2004,0.757587645,0.7582
2/13/2004,0.756845457,0.7594
2/16/2004,0.756298711,0.7603
2/17/2004,0.757094393,0.7633
2/18/2004,0.755211506,0.756
2/19/2004,0.753109435,0.7512
2/20/2004,0.751885889,0.7491
2/23/2004,0.752870301,0.7479
2/24/2004,0.755336873,0.7522
2/25/2004,0.754856166,0.7498
2/26/2004,0.754235774,0.7457
2/27/2004,0.755077967,0.7495
3/1/2004,0.75649846,0.7477
3/2/2004,0.75513816,0.7448
3/3/2004,0.756112319,0.7464
3/4/2004,0.757857746,0.7502
3/5/2004,0.756546593,0.7583
3/8/2004,0.756869722,0.7573
3/9/2004,0.756157104,0.7557
3/10/2004,0.786519246,0.7548
3/11/2004,0.749697199,0.7581
3/12/2004,0.749879853,0.7497
3/15/2004,0.748252355,0.7495
3/16/2004,0.747975356,0.75
3/17/2004,0.751569138,0.7472
3/18/2004,0.753461384,0.7532
3/19/2004,0.754170622,0.7495
3/22/2004,0.748665514,0.7497
3/23/2004,0.750612106,0.7507
3/24/2004,0.75287171,0.7452
3/25/2004,0.753519453,0.7516
3/26/2004,0.75667481,0.7587
3/29/2004,0.757352642,0.7637
3/30/2004,0.760722893,0.7656
3/31/2004,0.759892725,0.7637
4/1/2004,0.761518643,0.7651
4/2/2004,0.762697007,0.7607
4/5/2004,0.762674039,0.7611
4/6/2004,0.76480379,0.7644
4/7/2004,0.764503992,0.764
4/8/2004,0.761759611,0.7535
4/9/2004,0.761960039,0.7523
4/12/2004,0.763511095,0.7489
4/13/2004,0.76254985,0.7491
4/14/2004,0.761186002,0.7436
4/15/2004,0.755473984,0.7445
4/16/2004,0.757777106,0.7435
4/19/2004,0.756887272,0.7439
4/20/2004,0.75192157,0.7369
4/21/2004,0.746431923,0.7362
4/22/2004,0.748571756,0.7379
4/23/2004,0.747300406,0.7346
4/26/2004,0.745949943,0.7419
4/27/2004,0.743812647,0.7398
4/28/2004,0.731152335,0.7271
4/29/2004,0.724626358,0.73
4/30/2004,0.719307448,0.7288
5/3/2004,0.716159595,0.7285
5/4/2004,0.720966215,0.7303
5/5/2004,0.72296191,0.7277
5/6/2004,0.713400551,0.725
5/7/2004,0.708682992,0.7232
5/10/2004,0.702221271,0.7188
5/11/2004,0.711710057,0.7214
5/12/2004,0.712748383,0.7207
5/13/2004,0.714111262,0.7179
5/14/2004,0.724627199,0.7198
5/17/2004,0.722860641,0.716
5/18/2004,0.724615608,0.7193
5/19/2004,0.729209523,0.727
5/20/2004,0.722848554,0.7316
5/21/2004,0.723278475,0.728
5/24/2004,0.72848682,0.7296
5/25/2004,0.735415112,0.7274
5/26/2004,0.734720381,0.7297
5/27/2004,0.730296377,0.7368
5/28/2004,0.731171345,0.7341
5/31/2004,0.732571377,0.7341
6/1/2004,0.734240122,0.7309
6/2/2004,0.731675341,0.7344
6/3/2004,0.72866554,0.7337
6/4/2004,0.734448319,0.7401
6/7/2004,0.740212814,0.7426
6/8/2004,0.735322334,0.741
6/9/2004,0.730839427,0.7352
6/10/2004,0.73013293,0.735
6/11/2004,0.732348772,0.7333
6/14/2004,0.726194801,0.7275
6/15/2004,0.730717902,0.7307
6/16/2004,0.732930065,0.7283
6/17/2004,0.736223035,0.7293
6/18/2004,0.735878895,0.7336
6/21/2004,0.735817501,0.7324
6/22/2004,0.735823126,0.7365
6/23/2004,0.737454927,0.7353
6/24/2004,0.734572264,0.7435
6/25/2004,0.730629174,0.7408
6/28/2004,0.726566953,0.7414
6/29/2004,0.728166495,0.7438
6/30/2004,0.732663283,0.7503
7/1/2004,0.736143483,0.7504
7/2/2004,0.736591937,0.7555
7/5/2004,0.736959328,0.7541
7/6/2004,0.736262961,0.7531
7/7/2004,0.735644545,0.7575
7/8/2004,0.733414847,0.7587
7/9/2004,0.736266562,0.7586
7/12/2004,0.738249999,0.7591
7/13/2004,0.739905566,0.7585
7/14/2004,0.744819901,0.7563
7/15/2004,0.742058876,0.7557
7/16/2004,0.745438365,0.7626
7/19/2004,0.744964799,0.7649
7/20/2004,0.742532687,0.7613
7/21/2004,0.73629988,0.7567
7/22/2004,0.738727368,0.7592
7/23/2004,0.736132084,0.757
7/26/2004,0.732198491,0.7502
7/27/2004,0.733954287,0.751
7/28/2004,0.738341976,0.7528
7/29/2004,0.739890701,0.755
7/30/2004,0.741457657,0.7513
8/2/2004,0.741823337,0.7507
8/3/2004,0.738148266,0.7591
8/4/2004,0.73741544,0.7602
8/5/2004,0.735157571,0.7584
8/6/2004,0.735332548,0.7619
8/9/2004,0.738095217,0.7591
8/10/2004,0.740947515,0.7572
8/11/2004,0.742026268,0.7547
8/12/2004,0.741994251,0.751
8/13/2004,0.746715013,0.7641
8/16/2004,0.747832339,0.7653
8/17/2004,0.750866813,0.7648
8/18/2004,0.753711409,0.7671
8/19/2004,0.751287658,0.7711
8/20/2004,0.755460566,0.7704
8/23/2004,0.757423762,0.7649
8/24/2004,0.759805048,0.7654
8/25/2004,0.758514547,0.7664
8/26/2004,0.757788693,0.765
8/27/2004,0.759006053,0.7625
8/30/2004,0.759203855,0.7586
8/31/2004,0.757380198,0.7618
9/1/2004,0.756643453,0.7648
9/2/2004,0.759147457,0.7695
9/3/2004,0.763169419,0.769
9/6/2004,0.763660012,0.7703
9/7/2004,0.765314265,0.777
9/8/2004,0.764481861,0.7752
9/9/2004,0.765066397,0.776
9/10/2004,0.766749521,0.7746
9/13/2004,0.762628432,0.7684
9/14/2004,0.762413971,0.773
9/15/2004,0.764232549,0.7714
9/16/2004,0.764581556,0.7749
9/17/2004,0.766582451,0.7708
9/20/2004,0.765605397,0.7726
9/21/2004,0.761482568,0.7769
9/22/2004,0.760688514,0.7802
9/23/2004,0.761055273,0.7814
9/24/2004,0.760601444,0.7849
9/27/2004,0.760915823,0.7858
9/28/2004,0.760555467,0.7864
9/29/2004,0.764431568,0.7871
9/30/2004,0.76501559,0.7929
10/1/2004,0.766774063,0.7929
10/4/2004,0.766107629,0.7864
10/5/2004,0.767466152,0.7929
10/6/2004,0.769310379,0.7945
10/7/2004,0.76798435,0.7931
10/8/2004,0.769804484,0.799
10/11/2004,0.772198538,0.7967
10/12/2004,0.771676113,0.7966
10/13/2004,0.769286416,0.7962
10/14/2004,0.761658957,0.7956
10/15/2004,0.766910854,0.7982
10/18/2004,0.767456846,0.7955
10/19/2004,0.766577389,0.7945
10/20/2004,0.765962878,0.8029
10/21/2004,0.768524052,0.8042
10/22/2004,0.77054684,0.8105
10/25/2004,0.76323831,0.819
10/26/2004,0.767857714,0.8163
10/27/2004,0.772941729,0.8159
10/28/2004,0.772357327,0.8175
10/29/2004,0.771595827,0.8212
11/1/2004,0.772991565,0.8182
11/2/2004,0.774535533,0.8157
11/3/2004,0.784408873,0.8274
11/4/2004,0.784812686,0.8288
11/5/2004,0.787033094,0.835
11/8/2004,0.788752132,0.8372
11/9/2004,0.788370241,0.8339
11/10/2004,0.797881012,0.8376
11/11/2004,0.796988049,0.8362
11/12/2004,0.801042021,0.8385
11/15/2004,0.805522174,0.8333
11/16/2004,0.805399514,0.8366
11/17/2004,0.811419632,0.8372
11/18/2004,0.812561945,0.8295
11/19/2004,0.815526065,0.8375
11/22/2004,0.815659682,0.8441
11/23/2004,0.822600285,0.8437
11/24/2004,0.836174731,0.848
11/25/2004,0.83854068,0.8493
11/26/2004,0.839968198,0.8493
11/29/2004,0.835268062,0.8441
11/30/2004,0.837507441,0.8422
12/1/2004,0.837547588,0.845
12/2/2004,0.831683968,0.837
12/3/2004,0.831665337,0.8399
12/6/2004,0.832247285,0.8336
12/7/2004,0.831415351,0.8275
12/8/2004,0.82663776,0.8234
12/9/2004,0.826265316,0.8179
12/10/2004,0.822782905,0.8158
12/13/2004,0.828611486,0.815
12/14/2004,0.828928839,0.8089
12/15/2004,0.837205881,0.8166
12/16/2004,0.837933539,0.8099
12/17/2004,0.845478074,0.8139
12/20/2004,0.844573009,0.8146
12/21/2004,0.843207611,0.8128
12/22/2004,0.837554608,0.8056
12/23/2004,0.839734217,0.8115
12/24/2004,0.837479445,0.8122
12/27/2004,0.834269986,0.8205
12/28/2004,0.833331648,0.822
12/29/2004,0.83752981,0.8252
12/30/2004,0.832765378,0.8305
12/31/2004,0.827665912,0.832
1/3/2005,0.821440538,0.8281
1/4/2005,0.821349615,0.8168
1/5/2005,0.816865919,0.816
1/6/2005,0.819974964,0.8095
1/7/2005,0.819957151,0.8117
1/10/2005,0.819128117,0.8175
1/11/2005,0.820779977,0.8201
1/12/2005,0.827395714,0.8321
1/13/2005,0.832680385,0.8317
1/14/2005,0.830831247,0.8213
1/17/2005,0.831001377,0.8213
1/18/2005,0.825806531,0.818
1/19/2005,0.825455159,0.8146
1/20/2005,0.820513613,0.8102
1/21/2005,0.82131002,0.8182
1/24/2005,0.824952302,0.8162
1/25/2005,0.833230053,0.8093
1/26/2005,0.837714609,0.8115
1/27/2005,0.832142843,0.8082
1/28/2005,0.82614561,0.8072
1/31/2005,0.83044062,0.8066
2/1/2005,0.828006073,0.8089
2/2/2005,0.82607159,0.8075
2/3/2005,0.823225542,0.8059
2/4/2005,0.825412128,0.8004
2/7/2005,0.82081692,0.7966
2/8/2005,0.820912263,0.8022
2/9/2005,0.815538404,0.8015
2/10/2005,0.824128673,0.805
2/11/2005,0.825212718,0.8086
2/14/2005,0.826972872,0.8112
2/15/2005,0.830528606,0.8127
2/16/2005,0.829825814,0.8085
2/17/2005,0.82969153,0.8131
2/18/2005,0.834201223,0.8122
2/21/2005,0.832835127,0.811
2/22/2005,0.836638533,0.8163
2/23/2005,0.838720279,0.8031
2/24/2005,0.842123534,0.8072
2/25/2005,0.842618381,0.8075
2/28/2005,0.850944069,0.8105
3/1/2005,0.841178639,0.8056
3/2/2005,0.838040977,0.8071
3/3/2005,0.833740314,0.804
3/4/2005,0.836730803,0.8119
3/7/2005,0.837678887,0.8134
3/8/2005,0.842961523,0.8245
3/9/2005,0.846714458,0.8284
3/10/2005,0.846646327,0.83
3/11/2005,0.847328862,0.829
3/14/2005,0.83889552,0.8284
3/15/2005,0.8336583,0.8284
3/16/2005,0.829637853,0.83
3/17/2005,0.826545037,0.8325
3/18/2005,0.828948416,0.8315
3/21/2005,0.819640017,0.8256
3/22/2005,0.816239941,0.827
3/23/2005,0.804523651,0.8227
3/24/2005,0.80368955,0.8236
3/25/2005,0.804353124,0.8209
3/28/2005,0.803970139,0.8209
3/29/2005,0.808300228,0.8261
3/30/2005,0.815121622,0.8216
3/31/2005,0.814727084,0.8263
4/1/2005,0.813735569,0.8235
4/4/2005,0.805817072,0.8183
4/5/2005,0.809043277,0.8213
4/6/2005,0.815258888,0.8182
4/7/2005,0.813964307,0.8177
4/8/2005,0.811209609,0.814
4/11/2005,0.810123425,0.8107
4/12/2005,0.807550072,0.808
4/13/2005,0.809359337,0.8075
4/14/2005,0.800875033,0.8053
4/15/2005,0.791530533,0.8022
4/18/2005,0.789049333,0.8014
4/19/2005,0.797263533,0.8085
4/20/2005,0.801662265,0.8052
4/21/2005,0.808502095,0.8069
4/22/2005,0.808317026,0.8099
4/25/2005,0.806496009,0.8084
4/26/2005,0.807048043,0.8031
4/27/2005,0.802088451,0.8006
4/28/2005,0.796061008,0.7986
4/29/2005,0.794685231,0.7947
5/2/2005,0.794578525,0.7975
5/3/2005,0.796630222,0.7987
5/4/2005,0.801770341,0.8028
5/5/2005,0.80249402,0.8029
5/6/2005,0.807516582,0.8048
5/9/2005,0.808400725,0.808
5/10/2005,0.803957396,0.8088
5/11/2005,0.799257927,0.8013
5/12/2005,0.798041678,0.7994
5/13/2005,0.793661945,0.7905
5/16/2005,0.790027267,0.7878
5/17/2005,0.785270589,0.7905
5/18/2005,0.787618224,0.794
5/19/2005,0.790241796,0.7943
5/20/2005,0.792416673,0.7899
5/23/2005,0.794510243,0.7946
5/24/2005,0.791868287,0.7941
5/25/2005,0.800560877,0.7908
5/26/2005,0.801319871,0.7894
5/27/2005,0.802664097,0.7973
5/30/2005,0.802058505,0.7961
5/31/2005,0.804445458,0.7969
6/1/2005,0.804584392,0.8013
6/2/2005,0.807371193,0.8008
6/3/2005,0.811990481,0.8021
6/6/2005,0.806569796,0.8035
6/7/2005,0.801391529,0.8027
6/8/2005,0.798817638,0.7995
6/9/2005,0.798447394,0.7955
6/10/2005,0.803090155,0.7991
6/13/2005,0.84155078,0.7967
6/14/2005,0.842666706,0.7984
6/15/2005,0.843819118,0.8088
6/16/2005,0.843832364,0.8091
6/17/2005,0.848717873,0.8134
6/20/2005,0.850531215,0.8095
6/21/2005,0.846372823,0.8119
6/22/2005,0.840749454,0.8102
6/23/2005,0.84097674,0.8116
6/24/2005,0.839718513,0.8105
6/27/2005,0.835919198,0.8128
6/28/2005,0.833595619,0.8115
6/29/2005,0.835270221,0.814
6/30/2005,0.84218933,0.8162
7/1/2005,0.845508396,0.805
7/4/2005,0.844000894,0.8061
7/5/2005,0.846046634,0.8042
7/6/2005,0.844036178,0.8081
7/7/2005,0.839690503,0.8142
7/8/2005,0.841427225,0.8203
7/11/2005,0.837959236,0.8211
7/12/2005,0.845805327,0.8311
7/13/2005,0.84578134,0.828
7/14/2005,0.847117139,0.8247
7/15/2005,0.845341807,0.8194
7/18/2005,0.842612726,0.822
7/19/2005,0.834169709,0.8198
7/20/2005,0.831452666,0.8192
7/21/2005,0.82994103,0.8217
7/22/2005,0.828967445,0.8202
7/25/2005,0.827591656,0.8206
7/26/2005,0.826797407,0.8131
7/27/2005,0.825438069,0.8089
7/28/2005,0.826800388,0.8133
7/29/2005,0.832497538,0.8175
8/1/2005,0.835498425,0.8252
8/2/2005,0.832034784,0.8208
8/3/2005,0.830089833,0.8219
8/4/2005,0.829766804,0.8239
8/5/2005,0.83568503,0.8222
8/8/2005,0.831870558,0.8231
8/9/2005,0.82864896,0.8251
8/10/2005,0.831398965,0.826
8/11/2005,0.8277957,0.8332
8/12/2005,0.825378312,0.8354
8/15/2005,0.827371407,0.8334
8/16/2005,0.833252219,0.8344
8/17/2005,0.830168051,0.8243
8/18/2005,0.829724337,0.8205
8/19/2005,0.824589426,0.8256
8/22/2005,0.827905579,0.8317
8/23/2005,0.829185649,0.835
8/24/2005,0.828796722,0.8399
8/25/2005,0.826855084,0.8389
8/26/2005,0.83154321,0.8335
8/29/2005,0.833311278,0.8348
8/30/2005,0.834180208,0.8391
8/31/2005,0.827041009,0.8419
9/1/2005,0.829660055,0.8449
9/2/2005,0.82787052,0.8416
9/5/2005,0.828127032,0.8409
9/6/2005,0.82834804,0.8409
9/7/2005,0.825248384,0.8415
9/8/2005,0.831707037,0.8463
9/9/2005,0.826870142,0.849
9/12/2005,0.826973205,0.8423
9/13/2005,0.827636364,0.8463
9/14/2005,0.830179531,0.8468
9/15/2005,0.831714859,0.8439
9/16/2005,0.830996307,0.848
9/19/2005,0.841352701,0.8562
9/20/2005,0.841817727,0.8541
9/21/2005,0.844331981,0.8564
9/22/2005,0.846461058,0.8536
9/23/2005,0.843757846,0.8545
9/26/2005,0.847217016,0.8527
9/27/2005,0.845640662,0.8491
9/28/2005,0.851959784,0.8521
9/29/2005,0.855747787,0.8536
9/30/2005,0.855309256,0.8598
10/3/2005,0.856537376,0.8578
10/4/2005,0.854691939,0.8529
10/5/2005,0.855839696,0.8458
10/6/2005,0.848296753,0.8468
10/7/2005,0.850436875,0.8516
10/10/2005,0.849756439,0.8504
10/11/2005,0.853934376,0.8503
10/12/2005,0.85374738,0.8543
10/13/2005,0.850137294,0.8451
10/14/2005,0.847155474,0.8426
10/17/2005,0.853247523,0.8477
10/18/2005,0.853990815,0.8492
10/19/2005,0.85107773,0.8508
10/20/2005,0.850296127,0.8487
10/21/2005,0.847704045,0.8419
10/24/2005,0.846986598,0.843
10/25/2005,0.854230916,0.8511
10/26/2005,0.85139547,0.8547
10/27/2005,0.851149972,0.8527
10/28/2005,0.848043281,0.8494
10/31/2005,0.847209168,0.8458
11/1/2005,0.84619403,0.8508
11/2/2005,0.844397885,0.8477
11/3/2005,0.845926925,0.8464
11/4/2005,0.845297181,0.8448
11/7/2005,0.846812117,0.8427
11/8/2005,0.847846321,0.8442
11/9/2005,0.845658594,0.8425
11/10/2005,0.845233698,0.8396
11/11/2005,0.847195512,0.8406
11/14/2005,0.847804474,0.8382
11/15/2005,0.845720027,0.8384
11/16/2005,0.850454214,0.8376
11/17/2005,0.848674233,0.8421
11/18/2005,0.847401997,0.8411
11/21/2005,0.848320602,0.8457
11/22/2005,0.848727272,0.8517
11/23/2005,0.84777929,0.8531
11/24/2005,0.848797771,0.8534
11/25/2005,0.848944995,0.8552
11/28/2005,0.849103701,0.8565
11/29/2005,0.848032722,0.8554
11/30/2005,0.851491235,0.8579
12/1/2005,0.85523461,0.8574
12/2/2005,0.861342864,0.8602
12/5/2005,0.861878854,0.8642
12/6/2005,0.862167193,0.864
12/7/2005,0.863732637,0.8622
12/8/2005,0.869891924,0.863
12/9/2005,0.867742886,0.8643
12/12/2005,0.871702623,0.8689
12/13/2005,0.876334381,0.8695
12/14/2005,0.872547366,0.8681
12/15/2005,0.86919194,0.8632
12/16/2005,0.866371537,0.8629
12/19/2005,0.86573287,0.8553
12/20/2005,0.864805226,0.853
12/21/2005,0.864785275,0.8582
12/22/2005,0.864423243,0.8574
12/23/2005,0.862169798,0.8576
12/26/2005,0.86197026,0.8572
12/27/2005,0.85998251,0.8513
12/28/2005,0.860739231,0.858
12/29/2005,0.860846625,0.8589
12/30/2005,0.861304312,0.8605
1/2/2006,0.861291204,0.8595
1/3/2006,0.864732717,0.8651
1/4/2006,0.863187253,0.8711
1/5/2006,0.85811959,0.8604
1/6/2006,0.86149695,0.858
1/9/2006,0.860212193,0.856
1/10/2006,0.858910124,0.8576
1/11/2006,0.859638543,0.8628
1/12/2006,0.858717024,0.86
1/13/2006,0.86039673,0.8618
1/16/2006,0.861220864,0.8633
1/17/2006,0.862435787,0.8589
1/18/2006,0.85889492,0.8541
1/19/2006,0.862799363,0.8596
1/20/2006,0.866681349,0.8677
1/23/2006,0.867258158,0.8699
1/24/2006,0.865466907,0.8684
1/25/2006,0.865216849,0.8692
1/26/2006,0.865038446,0.8688
1/27/2006,0.868027882,0.8699
1/30/2006,0.872090335,0.8732
1/31/2006,0.870598078,0.878
2/1/2006,0.867151087,0.8761
2/2/2006,0.868038442,0.8735
2/3/2006,0.871780608,0.8737
2/6/2006,0.871312495,0.872
2/7/2006,0.865225069,0.867
2/8/2006,0.863613502,0.8701
2/9/2006,0.864298857,0.8729
2/10/2006,0.860068693,0.8676
2/13/2006,0.856923851,0.8656
2/14/2006,0.856404024,0.8673
2/15/2006,0.853282752,0.8646
2/16/2006,0.854221315,0.8641
2/17/2006,0.857337996,0.8692
2/20/2006,0.858693,0.8711
2/21/2006,0.863072866,0.8721
2/22/2006,0.85955849,0.8705
2/23/2006,0.859529443,0.8674
2/24/2006,0.862720951,0.8707
2/27/2006,0.860381506,0.8765
2/28/2006,0.862921763,0.8795
3/1/2006,0.863678524,0.8811
3/2/2006,0.867551378,0.8838
3/3/2006,0.870432795,0.8815
3/6/2006,0.86735579,0.8777
3/7/2006,0.862279766,0.8695
3/8/2006,0.85880514,0.8649
3/9/2006,0.862313829,0.8621
3/10/2006,0.862823993,0.8617
3/13/2006,0.864663089,0.8637
3/14/2006,0.865837866,0.864
3/15/2006,0.867308347,0.8661
3/16/2006,0.869074259,0.8679
3/17/2006,0.868765883,0.8636
3/20/2006,0.865133729,0.8615
3/21/2006,0.865027359,0.8587
3/22/2006,0.863621401,0.8571
3/23/2006,0.865444002,0.8585
3/24/2006,0.865473032,0.8565
3/27/2006,0.865314909,0.8555
3/28/2006,0.865938185,0.8541
3/29/2006,0.867012497,0.8533
3/30/2006,0.869985416,0.8623
3/31/2006,0.867109985,0.8557
4/3/2006,0.86933477,0.8539
4/4/2006,0.867759817,0.8597
4/5/2006,0.869315023,0.8605
4/6/2006,0.871222527,0.8674
4/7/2006,0.871310417,0.8699
4/10/2006,0.873360675,0.8709
4/11/2006,0.874493849,0.8749
4/12/2006,0.873747341,0.8719
4/13/2006,0.873181455,0.8687
4/14/2006,0.873023699,0.8682
4/17/2006,0.875435219,0.873
4/18/2006,0.87898126,0.8768
4/19/2006,0.882196361,0.8806
4/20/2006,0.880192597,0.8779
4/21/2006,0.881825884,0.8792
4/24/2006,0.879483283,0.8792
4/25/2006,0.882263838,0.8839
4/26/2006,0.881643216,0.8864
4/27/2006,0.880135461,0.8906
4/28/2006,0.881959422,0.8955
5/1/2006,0.885933937,0.8982
5/2/2006,0.886359828,0.9044
5/3/2006,0.884690901,0.9026
5/4/2006,0.882993346,0.9032
5/5/2006,0.885431143,0.9044
5/8/2006,0.885063906,0.8994
5/9/2006,0.887489564,0.9095
5/10/2006,0.891167342,0.9089
5/11/2006,0.89407535,0.9066
5/12/2006,0.891739764,0.9011
5/15/2006,0.881801942,0.8985
5/16/2006,0.884490785,0.9035
5/17/2006,0.885455408,0.8977
5/18/2006,0.88438947,0.8924
5/19/2006,0.880249601,0.8943
5/22/2006,0.880712965,0.8967
5/23/2006,0.888898088,0.889
5/24/2006,0.878610972,0.8927
5/25/2006,0.881277198,0.9031
5/26/2006,0.882930173,0.9042
5/29/2006,0.883790493,0.9041
5/30/2006,0.891333735,0.9102
5/31/2006,0.885502014,0.9078
6/1/2006,0.881213817,0.9065
6/2/2006,0.883224713,0.9081
6/5/2006,0.88900608,0.9025
6/6/2006,0.886180341,0.899
6/7/2006,0.888313506,0.8986
6/8/2006,0.883832827,0.8903
6/9/2006,0.885306976,0.9039
6/12/2006,0.893853006,0.9096
6/13/2006,0.894656292,0.8982
6/14/2006,0.88977339,0.8975
6/15/2006,0.877330017,0.9
6/16/2006,0.883151578,0.8904
6/19/2006,0.882404296,0.8929
6/20/2006,0.878646998,0.894
6/21/2006,0.875028976,0.9017
6/22/2006,0.875177301,0.8949
6/23/2006,0.873763655,0.8906
6/26/2006,0.873092233,0.8899
6/27/2006,0.873430986,0.8899
6/28/2006,0.874643032,0.8902
6/29/2006,0.867867868,0.9006
6/30/2006,0.874945986,0.8959
7/3/2006,0.878341838,0.9
7/4/2006,0.879107687,0.9041
7/5/2006,0.883543306,0.8992
7/6/2006,0.885720375,0.8982
7/7/2006,0.88401894,0.8977
7/10/2006,0.885563994,0.8895
7/11/2006,0.884243639,0.8831
7/12/2006,0.88977692,0.8817
7/13/2006,0.901935743,0.8839
7/14/2006,0.903284621,0.8862
7/17/2006,0.899927488,0.8796
7/18/2006,0.895231474,0.8797
7/19/2006,0.888457525,0.8812
7/20/2006,0.890237127,0.8828
7/21/2006,0.893703277,0.8788
7/24/2006,0.886699267,0.8762
7/25/2006,0.886825885,0.8759
7/26/2006,0.887856926,0.8813
7/27/2006,0.892298611,0.8808
7/28/2006,0.889753938,0.8837
7/31/2006,0.896143751,0.8839
8/1/2006,0.894964734,0.8845
8/2/2006,0.89583222,0.8874
8/3/2006,0.892864445,0.8886
8/4/2006,0.89550875,0.8871
8/7/2006,0.899218353,0.8933
8/8/2006,0.901374899,0.89
8/9/2006,0.903295185,0.8925
8/10/2006,0.896366513,0.8869
8/11/2006,0.893935439,0.889
8/14/2006,0.892346266,0.8872
8/15/2006,0.887648501,0.8915
8/16/2006,0.885260573,0.8933
8/17/2006,0.881316791,0.8911
8/18/2006,0.87857365,0.8884
8/21/2006,0.882538594,0.8948
8/22/2006,0.883494953,0.8963
8/23/2006,0.882256179,0.8984
8/24/2006,0.881474022,0.9013
8/25/2006,0.880640661,0.9016
8/28/2006,0.87890953,0.8992
8/29/2006,0.876564466,0.9027
8/30/2006,0.877873191,0.9013
8/31/2006,0.879502619,0.9061
9/1/2006,0.876516012,0.9057
9/4/2006,0.876896767,0.903
9/5/2006,0.884634491,0.8995
9/6/2006,0.887674314,0.9045
9/7/2006,0.885385307,0.9007
9/8/2006,0.877968812,0.8923
9/11/2006,0.872378226,0.8915
9/12/2006,0.867325576,0.8929
9/13/2006,0.866290203,0.8927
9/14/2006,0.866177802,0.8955
9/15/2006,0.867739796,0.8936
9/18/2006,0.870601576,0.8946
9/19/2006,0.867004683,0.8872
9/20/2006,0.864418943,0.8867
9/21/2006,0.862943331,0.8932
9/22/2006,0.861804977,0.8948
9/25/2006,0.861226062,0.8953
9/26/2006,0.86381464,0.8975
9/27/2006,0.866910252,0.8999
9/28/2006,0.869599489,0.8998
9/29/2006,0.870378677,0.8945
10/2/2006,0.871920255,0.8967
10/3/2006,0.867715477,0.8911
10/4/2006,0.866985574,0.8874
10/5/2006,0.871894813,0.8889
10/6/2006,0.873031136,0.8885
10/9/2006,0.874601916,0.8898
10/10/2006,0.876579916,0.8828
10/11/2006,0.876648697,0.8785
10/12/2006,0.876455314,0.8821
10/13/2006,0.878012073,0.8788
10/16/2006,0.881456057,0.879
10/17/2006,0.881702942,0.8763
10/18/2006,0.880290957,0.88
10/19/2006,0.881313174,0.8872
10/20/2006,0.880019298,0.8885
10/23/2006,0.881995487,0.886
10/24/2006,0.881633376,0.8876
10/25/2006,0.880764157,0.8898
10/26/2006,0.880823184,0.8903
10/27/2006,0.879480231,0.8931
10/30/2006,0.878870535,0.8883
10/31/2006,0.876054681,0.8911
11/1/2006,0.876970028,0.8832
11/2/2006,0.877932044,0.8824
11/3/2006,0.881101111,0.885
11/6/2006,0.879922853,0.885
11/7/2006,0.880015388,0.8851
11/8/2006,0.87849596,0.8854
11/9/2006,0.879497462,0.8853
11/10/2006,0.876451709,0.8832
11/13/2006,0.877759988,0.879
11/14/2006,0.876624056,0.8791
11/15/2006,0.879050183,0.8782
11/16/2006,0.8798587,0.8753
11/17/2006,0.876073372,0.872
11/20/2006,0.877216986,0.8722
11/21/2006,0.875199726,0.8724
11/22/2006,0.87363918,0.876
11/23/2006,0.872506038,0.8758
11/24/2006,0.873148138,0.8813
11/27/2006,0.876948165,0.8823
11/28/2006,0.875271934,0.8845
11/29/2006,0.87516891,0.8786
11/30/2006,0.873223832,0.877
12/1/2006,0.870972477,0.8734
12/4/2006,0.868842224,0.8769
12/5/2006,0.869792832,0.8754
12/6/2006,0.871590471,0.871
12/7/2006,0.871604914,0.8698
12/8/2006,0.872998725,0.8699
12/11/2006,0.871426057,0.8713
12/12/2006,0.868510005,0.8677
12/13/2006,0.871108948,0.8644
12/14/2006,0.870968262,0.8641
12/15/2006,0.871107107,0.8637
12/18/2006,0.86798754,0.8642
12/19/2006,0.869272561,0.8675
12/20/2006,0.868128782,0.8703
12/21/2006,0.867298764,0.8658
12/22/2006,0.870111296,0.8631
12/25/2006,0.869664173,0.8631
12/26/2006,0.86776103,0.861
12/27/2006,0.867624399,0.8605
